sold by,publisher.type,genre,avg.review,daily.sales,total.reviews,sale.price
"Amazon Digital Services,  Inc.",single author,non_fiction,4.61,68.47,100,7.34
"Amazon Digital Services,  Inc.",small/medium,childrens,4.48,46.59,97,10.01
"Amazon Digital Services,  Inc.",single author,fiction,4.39,161.61,155,6.74
"Amazon Digital Services,  Inc.",small/medium,fiction,2,95.09,151,8.16
Simon and Schuster Digital Sales Inc,big five,childrens,4.36,67.07,120,7.19
"Amazon Digital Services,  Inc.",small/medium,childrens,4.63,42.22,83,9.07
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.14,93.92,80,5.14
"Amazon Digital Services,  Inc.",indie,non_fiction,4.55,70.75,110,5.47
"Amazon Digital Services,  Inc.",single author,fiction,4.52,129.22,211,7.5
"Amazon Digital Services,  Inc.",indie,childrens,4.77,85.68,85,7.66
HarperCollins Publishers,big five,childrens,3.57,48.22,107,9.63
Macmillan,big five,fiction,3.28,112.75,146,10.67
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.38,87.63,88,6.94
Hachette Book Group,big five,fiction,4.1,96.79,194,7.14
"Amazon Digital Services,  Inc.",indie,fiction,4.1,139,205,8.57
"Amazon Digital Services,  Inc.",indie,childrens,4.71,56.78,92,10.5
HarperCollins Christian Publishing,big five,fiction,4.66,117.21,178,7.78
"Amazon Digital Services,  Inc.",small/medium,fiction,3.71,116.37,167,9.15
"Amazon Digital Services,  Inc.",single author,non_fiction,4.7,62.1,108,10.9
"Amazon Digital Services,  Inc.",small/medium,fiction,4.55,57.33,139,6.38
"Amazon Digital Services,  Inc.",indie,fiction,4.61,145.96,133,9.2
"Amazon Digital Services,  Inc.",indie,non_fiction,4.5,49.1,151,6.22
HarperCollins Publishers,big five,childrens,4.5,45.98,121,9.52
"Amazon Digital Services,  Inc.",small/medium,fiction,4.28,64.94,124,7.07
"Amazon Digital Services,  Inc.",single author,non_fiction,4.58,113.08,155,12.75
Idea & Design Works,small/medium,childrens,4.76,58.32,111,11.26
"Amazon Digital Services,  Inc.",small/medium,childrens,4.62,43.26,93,12.46
"Amazon Digital Services,  Inc.",small/medium,fiction,0,74.2,0,6.57
"Amazon Digital Services,  Inc.",single author,childrens,3,33.17,74,14.63
"Amazon Digital Services,  Inc.",indie,childrens,4.51,31.19,91,11.92
"Amazon Digital Services,  Inc.",small/medium,childrens,4.37,43.58,66,10.48
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.86,71.78,100,4.44
Hachette Book Group,big five,childrens,4.35,50.37,124,11.57
Random House LLC,big five,fiction,4.88,114.65,209,9.63
"Amazon Digital Services,  Inc.",single author,fiction,3.48,83.74,196,8.93
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,59.82,164,8.13
"Amazon Digital Services,  Inc.",indie,fiction,4.21,108.48,207,6.86
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.89,83.07,103,6.87
Random House LLC,big five,non_fiction,4.23,57.31,88,7.08
"Amazon Digital Services,  Inc.",small/medium,fiction,4.12,54.64,165,5.97
"Amazon Digital Services,  Inc.",indie,non_fiction,4.05,82.3,108,11.64
"Amazon Digital Services,  Inc.",indie,fiction,3.96,92.81,163,4.94
"Amazon Digital Services,  Inc.",small/medium,childrens,4.61,87.42,116,6.62
"Amazon Digital Services,  Inc.",indie,fiction,4.5,75.52,185,5.54
Random House LLC,big five,childrens,3.84,76.8,93,11.46
Random House LLC,big five,non_fiction,3.5,40.33,139,11.39
"Amazon Digital Services,  Inc.",indie,non_fiction,4.1,86.44,125,11.83
Random House LLC,big five,non_fiction,4.59,71.07,120,8.9
"Amazon Digital Services,  Inc.",indie,childrens,4.2,43.84,91,11.12
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,60.23,88,8.23
"Amazon Digital Services,  Inc.",indie,fiction,4.11,71.26,168,9.2
Macmillan,big five,non_fiction,3.98,57.18,104,8.46
Random House LLC,big five,non_fiction,3.66,99.06,174,10.06
"Amazon Digital Services,  Inc.",small/medium,fiction,4.5,135.16,161,5.93
HarperCollins Publishers,big five,fiction,3.98,112.23,161,5.47
"Amazon Digital Services,  Inc.",indie,fiction,4.66,110.02,173,11.6
"Amazon Digital Services,  Inc.",indie,childrens,4.81,39.29,125,10
"Amazon Digital Services,  Inc.",indie,childrens,4.06,47.29,75,10.74
"Amazon Digital Services,  Inc.",small/medium,childrens,4.55,50.23,101,7.79
"Amazon Digital Services,  Inc.",single author,fiction,4.51,144.12,162,7.47
"Amazon Digital Services,  Inc.",single author,childrens,4.21,57.24,91,8.95
"Amazon Digital Services,  Inc.",small/medium,childrens,4.56,34.16,128,10.58
"Amazon Digital Services,  Inc.",small/medium,fiction,4.56,154.07,124,7.82
Penguin Group (USA) LLC,big five,fiction,4.34,116.01,190,12.36
"Amazon Digital Services,  Inc.",indie,childrens,3.77,61.86,114,10.87
Simon and Schuster Digital Sales Inc,big five,fiction,4.18,79.77,174,9.43
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.33,92.06,129,9.23
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.6,78.21,137,6.84
"Amazon Digital Services,  Inc.",single author,childrens,4.57,53.08,121,11.14
"Amazon Digital Services,  Inc.",indie,fiction,4.77,71.21,187,4.56
Random House LLC,big five,fiction,3.48,98.96,185,11.53
"Amazon Digital Services,  Inc.",indie,fiction,4.51,130.65,215,8.11
"Amazon Digital Services,  Inc.",amazon,non_fiction,3.94,98.97,124,6.67
HarperCollins Publishers,big five,childrens,4.41,50.08,111,13.27
Simon and Schuster Digital Sales Inc,big five,childrens,4.26,63.13,107,11.14
"Amazon Digital Services,  Inc.",small/medium,fiction,4.77,66.63,173,5.51
"Amazon Digital Services,  Inc.",indie,fiction,3.9,132.23,218,6.53
Simon and Schuster Digital Sales Inc,big five,fiction,4.07,123.58,177,9.25
"Amazon Digital Services,  Inc.",indie,fiction,4.01,65.79,179,9.59
"Amazon Digital Services,  Inc.",small/medium,childrens,4.89,74.06,113,8.74
"Amazon Digital Services,  Inc.",indie,fiction,4.64,114.96,187,7.81
"Amazon Digital Services,  Inc.",small/medium,childrens,4.72,81.14,109,8.52
HarperCollins Publishers,big five,fiction,3.37,111.36,191,8.3
"Amazon Digital Services,  Inc.",single author,fiction,4.64,109.55,183,6.25
Random House LLC,big five,fiction,4.62,99.86,177,6.08
"Amazon Digital Services,  Inc.",small/medium,childrens,2.78,45.02,68,11.38
"Amazon Digital Services,  Inc.",indie,non_fiction,4.63,69.69,134,9.72
"Amazon Digital Services,  Inc.",indie,childrens,4.87,67.86,93,7.8
HarperCollins Publishers,big five,non_fiction,4.5,83.77,161,10.28
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.34,67.61,145,8.78
Random House LLC,big five,non_fiction,3.4,77.76,150,4.4
Penguin Group (USA) LLC,big five,non_fiction,4.34,65.57,125,10.18
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.78,48.57,147,7.99
Hachette Book Group,big five,childrens,4.15,44.03,100,9.03
HarperCollins Publishers,big five,fiction,3.76,79.26,132,7.92
"Amazon Digital Services,  Inc.",indie,non_fiction,4.94,66.54,139,7.41
HarperCollins Christian Publishing,big five,childrens,4.39,57.97,83,7.71
"Amazon Digital Services,  Inc.",indie,fiction,4.67,62.17,144,7.73
"Amazon Digital Services,  Inc.",indie,childrens,4.81,47.36,82,9.63
"Amazon Digital Services,  Inc.",indie,fiction,2,112.1,139,8.11
"Amazon Digital Services,  Inc.",small/medium,fiction,4.35,138.05,173,11.05
HarperCollins Publishers,big five,fiction,4.19,118.77,169,7.39
Simon and Schuster Digital Sales Inc,big five,childrens,4.31,67.25,91,9.13
Hachette Book Group,big five,non_fiction,4.27,64.44,157,8.06
"Amazon Digital Services,  Inc.",small/medium,fiction,4.58,155.58,184,7.58
"Amazon Digital Services,  Inc.",indie,childrens,4.47,54.76,87,7.69
"Amazon Digital Services,  Inc.",small/medium,childrens,4.09,45.92,78,7.53
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.5,63.75,134,7.98
"Amazon Digital Services,  Inc.",small/medium,childrens,4.21,28.29,85,10.35
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.63,85.66,150,10.63
"Amazon Digital Services,  Inc.",small/medium,fiction,4.73,90.76,183,7.81
"Amazon Digital Services,  Inc.",small/medium,childrens,4.28,62.08,106,8.68
"Amazon Digital Services,  Inc.",indie,fiction,4.2,69.93,182,8.46
"Amazon Digital Services,  Inc.",indie,childrens,0,67.09,0,10.16
Random House LLC,big five,childrens,4.63,72.36,83,8.45
Simon and Schuster Digital Sales Inc,big five,fiction,4.47,95.87,161,10.75
"Amazon Digital Services,  Inc.",indie,non_fiction,4.61,85.25,77,5.54
"Amazon Digital Services,  Inc.",single author,fiction,4.11,37.94,168,8.43
HarperCollins Publishers,big five,fiction,4.69,81.77,151,9.05
"Amazon Digital Services,  Inc.",single author,fiction,4.8,98.66,160,8.91
Penguin Group (USA) LLC,big five,childrens,4.26,71.26,111,12.14
"Amazon Digital Services,  Inc.",small/medium,childrens,4.71,68.21,124,9.42
"Amazon Digital Services,  Inc.",indie,fiction,4.64,134.55,208,9.32
"Amazon Digital Services,  Inc.",indie,childrens,4.38,40.49,84,9.52
"Amazon Digital Services,  Inc.",small/medium,childrens,3.64,45.01,111,9.85
"Amazon Digital Services,  Inc.",indie,childrens,4.35,67.52,77,10.11
HarperCollins Publishers,big five,non_fiction,3.74,107.49,134,2.42
"Amazon Digital Services,  Inc.",indie,childrens,2.5,53.1,123,6.88
"Amazon Digital Services,  Inc.",single author,childrens,4.1,50.44,63,8.25
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.84,76.85,190,11.61
"Amazon Digital Services,  Inc.",indie,fiction,3.15,118.68,174,10.49
"Amazon Digital Services,  Inc.",small/medium,fiction,4.25,47.63,184,5.46
"Amazon Digital Services,  Inc.",single author,fiction,4.55,106.8,201,9.04
"Amazon Digital Services,  Inc.",indie,fiction,4.53,114.09,203,9.47
"Amazon Digital Services,  Inc.",indie,childrens,4.53,46.66,89,11.14
"Amazon Digital Services,  Inc.",single author,fiction,4.27,134.56,194,7.87
HarperCollins Publishers,big five,fiction,4.71,108.8,161,9.55
Penguin Group (USA) LLC,big five,fiction,4.11,58.27,178,10.86
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.06,62.44,131,6.1
Penguin Group (USA) LLC,big five,non_fiction,3,54.43,71,10.12
"Amazon Digital Services,  Inc.",indie,non_fiction,4.72,82.53,96,4.91
"Amazon Digital Services,  Inc.",small/medium,childrens,4.47,12.41,75,10.79
"Amazon Digital Services,  Inc.",single author,childrens,4.71,44.55,94,9.43
"Amazon Digital Services,  Inc.",small/medium,childrens,3.71,53.1,84,12.33
"Amazon Digital Services,  Inc.",small/medium,childrens,3.77,51.18,130,10.34
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.93,83.67,106,10.4
"Amazon Digital Services,  Inc.",single author,non_fiction,4.54,74.77,125,8.79
Penguin Group (USA) LLC,big five,fiction,4.08,130.21,134,9.23
"Amazon Digital Services,  Inc.",small/medium,childrens,4.77,42.63,80,12.1
"Amazon Digital Services,  Inc.",small/medium,childrens,4.29,70.92,122,8.12
"Amazon Digital Services,  Inc.",small/medium,childrens,4.42,64.08,96,8.32
"Amazon Digital Services,  Inc.",small/medium,fiction,4.75,48.74,154,6.88
"Amazon Digital Services,  Inc.",small/medium,childrens,3.8,56.47,88,7.73
"Amazon Digital Services,  Inc.",small/medium,fiction,3.85,109.27,176,6.86
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.09,52.57,128,8.6
Random House LLC,big five,non_fiction,4.38,95.23,131,3.23
Macmillan,big five,fiction,4.87,79.57,142,8.82
HarperCollins Publishers,big five,childrens,4.66,25.31,77,11.38
Penguin Group (USA) LLC,big five,non_fiction,4.27,78.47,149,10.74
HarperCollins Christian Publishing,big five,childrens,3.75,59.06,75,9.1
"Amazon Digital Services,  Inc.",small/medium,childrens,4.27,55.03,113,7.91
"Amazon Digital Services,  Inc.",single author,non_fiction,4.48,72.07,160,11.97
"Amazon Digital Services,  Inc.",small/medium,childrens,4.5,61.08,116,11.17
Random House LLC,big five,childrens,2.5,49.26,106,11.91
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.49,80.61,147,10.42
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.64,90.02,134,7.2
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.98,76.9,124,7.5
"Amazon Digital Services,  Inc.",amazon,childrens,4.66,40.55,92,9.26
"Amazon Digital Services,  Inc.",small/medium,childrens,4.72,68.52,109,6.79
"Amazon Digital Services,  Inc.",small/medium,fiction,4.87,131.91,196,7.63
"Amazon Digital Services,  Inc.",indie,non_fiction,4.63,70.6,119,8.6
"Amazon Digital Services,  Inc.",single author,childrens,4.38,49.14,108,10.43
"Amazon Digital Services,  Inc.",indie,non_fiction,4.46,84.01,152,6.24
"Amazon Digital Services,  Inc.",indie,non_fiction,4.36,76.84,119,11.01
"Amazon Digital Services,  Inc.",indie,fiction,4.42,114.17,163,6.87
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.37,112.37,150,10.61
"Amazon Digital Services,  Inc.",indie,non_fiction,3.25,74.87,100,7.34
HarperCollins Publishing,big five,non_fiction,3.47,67.2,111,9.34
Penguin Group (USA) LLC,big five,childrens,4.42,56,72,8.42
Penguin Group (USA) LLC,big five,fiction,4.71,65.67,159,4.74
"Amazon Digital Services,  Inc.",indie,non_fiction,4.9,88.75,126,5.91
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.25,89.92,147,10.75
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.2,84.78,141,8.68
"Amazon Digital Services,  Inc.",single author,childrens,4.16,32.65,89,10.26
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.82,69.62,124,6.48
"Amazon Digital Services,  Inc.",small/medium,fiction,3.84,32.27,148,7.41
Simon and Schuster Digital Sales Inc,big five,childrens,3.5,48.75,62,10.75
"Amazon Digital Services,  Inc.",indie,fiction,4.5,132.82,168,10.15
"Amazon Digital Services,  Inc.",indie,fiction,4.6,103.15,156,8.81
"Amazon Digital Services,  Inc.",indie,fiction,4.31,76.71,178,11.44
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.81,93.9,146,7.52
"Amazon Digital Services,  Inc.",small/medium,fiction,4.55,81.47,155,10.99
"Amazon Digital Services,  Inc.",single author,childrens,4.5,69.51,115,9.36
"Amazon Digital Services,  Inc.",indie,non_fiction,4.62,71.62,117,8.1
"Amazon Digital Services,  Inc.",small/medium,childrens,3.98,77.76,92,9.51
Penguin Group (USA) LLC,big five,non_fiction,4.15,34.03,140,8.03
"Amazon Digital Services,  Inc.",indie,childrens,4.46,52.48,107,8.95
Macmillan,big five,fiction,4.53,100.73,169,7.56
Simon and Schuster Digital Sales Inc,big five,fiction,4.24,133.14,212,6.33
"Amazon Digital Services,  Inc.",small/medium,childrens,4.35,25.55,119,12.92
"Amazon Digital Services,  Inc.",indie,childrens,4.68,56.76,113,7.44
Random House LLC,big five,fiction,4.55,90.06,143,8.32
HarperCollins Publishers,big five,non_fiction,4.07,79.76,138,5.03
"Amazon Digital Services,  Inc.",small/medium,fiction,4.2,107.47,196,7.83
"Amazon Digital Services,  Inc.",single author,non_fiction,4.84,97.61,143,10.71
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.82,52.67,106,7.05
"Amazon Digital Services,  Inc.",small/medium,fiction,4.2,86.38,160,8.86
Simon and Schuster Digital Sales Inc,big five,childrens,4.42,34.76,98,8.82
"Amazon Digital Services,  Inc.",small/medium,childrens,4.5,67.73,90,8.01
"Amazon Digital Services,  Inc.",indie,non_fiction,2,89.28,111,5.6
"Amazon Digital Services,  Inc.",small/medium,fiction,3.44,59.02,150,5.96
"Amazon Digital Services,  Inc.",indie,childrens,4.8,64.52,67,9.62
"Amazon Digital Services,  Inc.",indie,non_fiction,4.09,83.05,144,6.63
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.5,119.26,142,7.22
"Amazon Digital Services,  Inc.",small/medium,childrens,2,60.98,103,6.75
"Amazon Digital Services,  Inc.",indie,non_fiction,3.45,71.8,115,5.47
Random House LLC,big five,non_fiction,4.92,102.19,99,4.19
Random House LLC,big five,non_fiction,4.76,82.58,120,7.77
"Amazon Digital Services,  Inc.",single author,fiction,3.49,37.55,188,10.75
"Amazon Digital Services,  Inc.",indie,non_fiction,4.21,58.6,157,10.48
"Amazon Digital Services,  Inc.",indie,childrens,4.55,82,77,8.29
"Amazon Digital Services,  Inc.",indie,non_fiction,4.86,98,83,6.31
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.42,59.67,114,6.22
"Amazon Digital Services,  Inc.",small/medium,childrens,4.19,45.48,93,11.31
Hachette Book Group,big five,fiction,4.88,105.22,196,9.65
"Amazon Digital Services,  Inc.",indie,fiction,4.91,129.57,165,8.27
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.5,108.84,141,6.89
HarperCollins Publishers,big five,childrens,3.81,68.82,95,8.02
Random House LLC,big five,fiction,4.44,76.15,167,6.06
Penguin Group (USA) LLC,big five,childrens,4.77,76.48,73,9.35
Simon and Schuster Digital Sales Inc,big five,fiction,4.54,113.48,181,8.34
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.33,106.74,114,5.03
"Amazon Digital Services,  Inc.",single author,childrens,3.31,79.73,74,10.17
"Amazon Digital Services,  Inc.",indie,childrens,4.98,49.51,83,9.4
Macmillan,big five,childrens,4.7,67.09,110,8.72
Random House LLC,big five,childrens,4.57,32.82,98,11.91
"Amazon Digital Services,  Inc.",indie,fiction,4.3,81.85,152,6
Penguin Group (USA) LLC,big five,fiction,4.79,118.91,143,5.08
Penguin Group (USA) LLC,big five,fiction,3.87,140.07,174,9.16
"Amazon Digital Services,  Inc.",single author,fiction,4.45,108.87,188,6.66
Penguin Group (USA) LLC,big five,fiction,4.09,129.18,180,10.65
HarperCollins Publishers,big five,non_fiction,4.32,39.75,113,8.64
"Amazon Digital Services,  Inc.",indie,childrens,4.71,69.65,88,9.16
"Amazon Digital Services,  Inc.",small/medium,fiction,4.48,84.64,131,6.16
"Amazon Digital Services,  Inc.",small/medium,childrens,4.69,66.18,118,11.53
"Amazon Digital Services,  Inc.",small/medium,fiction,4.71,153,173,9.65
Simon and Schuster Digital Sales Inc,big five,childrens,4.44,63.67999999999999,114,10.79
"Amazon Digital Services,  Inc.",single author,non_fiction,4.91,73.53,131,7.63
"Amazon Digital Services,  Inc.",indie,fiction,4.54,137.48,197,10.54
"Amazon Digital Services,  Inc.",single author,fiction,4.5,100.68,152,6.54
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.02,56.17,151,3.58
Simon and Schuster Digital Sales Inc,big five,fiction,4.89,115.43,180,4.14
Random House LLC,big five,childrens,4.11,32.51,104,10.68
Random House LLC,big five,non_fiction,4.86,63.67,129,3.88
"Amazon Digital Services,  Inc.",single author,fiction,4.82,117.98,206,7.8
"Amazon Digital Services,  Inc.",indie,fiction,4.44,103.15,163,8.74
"Amazon Digital Services,  Inc.",small/medium,childrens,4.81,58.63,107,9.7
Random House LLC,big five,childrens,4.22,47.3,86,10.84
"Amazon Digital Services,  Inc.",indie,childrens,3.43,68.33,102,9.59
Penguin Group (USA) LLC,big five,childrens,4.52,54.86,81,7.39
"Amazon Digital Services,  Inc.",small/medium,fiction,3.71,137.3,145,9.67
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.8,71.52,91,6.46
"Amazon Digital Services,  Inc.",small/medium,childrens,3.83,50.21,90,8.67
"Amazon Digital Services,  Inc.",small/medium,childrens,4.3,44.22,70,12.12
"Amazon Digital Services,  Inc.",single author,childrens,4.3,69.21,111,11.56
Random House LLC,big five,non_fiction,4.45,85.13,111,6.52
"Amazon Digital Services,  Inc.",indie,fiction,4.66,80.97,168,10.8
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.55,85.87,152,6.83
"Amazon Digital Services,  Inc.",small/medium,fiction,4.15,109.6,176,7.04
"Amazon Digital Services,  Inc.",small/medium,fiction,4.56,94.75,164,10.82
"Amazon Digital Services,  Inc.",indie,fiction,4.5,79.97,180,7.54
"Amazon Digital Services,  Inc.",indie,fiction,4.34,131.9,215,8.17
"Amazon Digital Services,  Inc.",small/medium,childrens,4.8,25.73,87,8.82
HarperCollins Publishers,big five,childrens,3.75,71.21,105,13.4
"Amazon Digital Services,  Inc.",small/medium,fiction,3,115.85,178,5.31
HarperCollins Publishers,big five,non_fiction,4.41,84.64,100,5.73
Random House LLC,big five,fiction,4.58,107.71,186,4.29
Random House LLC,big five,non_fiction,4.9,77.06,131,12.22
Macmillan,big five,childrens,4.55,61.2,93,7.15
"Amazon Digital Services,  Inc.",single author,non_fiction,4.98,68.02,119,9.95
Penguin Group (USA) LLC,big five,fiction,4.75,80.85,169,6.59
"Amazon Digital Services,  Inc.",indie,childrens,4.41,62.14,76,9.66
"Amazon Digital Services,  Inc.",small/medium,fiction,4.81,90.32,190,9.12
"Amazon Digital Services,  Inc.",small/medium,fiction,3.2,94.75,191,9.65
Hachette Book Group,big five,non_fiction,4.51,63.31,119,6.99
"Amazon Digital Services,  Inc.",indie,non_fiction,4.64,83.57,122,10.11
"Amazon Digital Services,  Inc.",single author,fiction,4.59,105.53,179,8.86
"Amazon Digital Services,  Inc.",indie,childrens,4.43,69.18,116,10.98
Random House LLC,big five,fiction,4.83,112.76,180,10.12
"Amazon Digital Services,  Inc.",small/medium,fiction,4.73,135.47,161,7.27
"Amazon Digital Services,  Inc.",single author,fiction,4.55,97.1,199,11.77
Random House LLC,big five,non_fiction,4.52,96.74,140,6.83
Macmillan,big five,childrens,4.1,36.73,101,11.86
"Amazon Digital Services,  Inc.",small/medium,fiction,4.69,95.91,150,3.77
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.64,51.51,131,7.79
Simon and Schuster Digital Sales Inc,big five,non_fiction,3.43,106.4,164,6.8
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.64,90.86,137,8.17
"Amazon Digital Services,  Inc.",small/medium,childrens,4.4,49.79,113,11.43
Hachette Book Group,big five,childrens,3.29,68.63,116,5.65
Penguin Group (USA) LLC,big five,fiction,4.5,95.94,172,5.69
Simon and Schuster Digital Sales Inc,big five,childrens,4.05,75.48,80,11.67
Penguin Group (USA) LLC,big five,fiction,2.94,23.17,191,8.05
"Amazon Digital Services,  Inc.",indie,childrens,4.51,53.99,93,8.76
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3.5,71.99,120,7.51
"Amazon Digital Services,  Inc.",indie,non_fiction,4.49,65.66,102,9.47
"Amazon Digital Services,  Inc.",single author,childrens,4.76,28.65,84,11.54
"Amazon Digital Services,  Inc.",single author,fiction,3.45,118.76,192,6.7
Random House LLC,big five,non_fiction,4.42,63.97999999999999,128,9.16
"Amazon Digital Services,  Inc.",indie,non_fiction,4.92,68.82,135,7.19
"Amazon Digital Services,  Inc.",indie,fiction,4.34,99.55,160,5.11
Penguin Group (USA) LLC,big five,non_fiction,4.31,112.22,118,8.57
"Amazon Digital Services,  Inc.",small/medium,non_fiction,3,83.26,131,6.42
"Amazon Digital Services,  Inc.",small/medium,fiction,4.87,109.57,154,10.21
"Amazon Digital Services,  Inc.",small/medium,fiction,4.53,86.03,205,7.31
DC Comics,small/medium,childrens,3.98,86.35,120,13.98
"Amazon Digital Services,  Inc.",small/medium,fiction,2.33,141.16,187,10.41
"Amazon Digital Services,  Inc.",indie,childrens,4.55,54.84,94,7.29
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.76,107.82,136,5.98
"Amazon Digital Services,  Inc.",indie,childrens,4.06,67.39,88,8.53
"Amazon Digital Services,  Inc.",small/medium,fiction,3.66,157.83,185,10.32
"Amazon Digital Services,  Inc.",small/medium,childrens,4.55,69.16,107,8.82
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.76,68.45,120,5.87
"Amazon Digital Services,  Inc.",single author,non_fiction,3.91,75.75,139,6.75
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.66,72.53,110,10.96
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.05,71.13,121,7.5
Penguin Group (USA) LLC,big five,childrens,4.36,66.22,102,10.44
"Amazon Digital Services,  Inc.",single author,non_fiction,4.21,79.73,154,6.44
"Amazon Digital Services,  Inc.",indie,childrens,4.47,65.19,130,9.65
HarperCollins Publishers,big five,fiction,3.57,68.59,208,9.27
Random House LLC,big five,non_fiction,4.24,44.68,110,6.82
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.67,76.76,153,10.48
Penguin Group (USA) LLC,big five,childrens,4.51,47.02,72,8.87
"Amazon Digital Services,  Inc.",single author,fiction,4.9,116.08,171,6.45
Simon and Schuster Digital Sales Inc,big five,fiction,4.5,104.95,174,6.72
"Amazon Digital Services,  Inc.",indie,fiction,4.28,106.18,165,6.31
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.57,103.83,146,2.15
"Amazon Digital Services,  Inc.",indie,childrens,4.58,39.26,110,11.66
Macmillan,big five,fiction,4.34,137.38,163,8.98
"Amazon Digital Services,  Inc.",indie,non_fiction,4.64,105.54,137,10.65
Macmillan,big five,childrens,4.83,59.05,93,10.65
"Amazon Digital Services,  Inc.",small/medium,fiction,4.15,110.4,179,14.04
"Amazon Digital Services,  Inc.",indie,fiction,4.37,126.22,164,6.76
HarperCollins Publishers,big five,non_fiction,4.81,50.92,134,7.8
HarperCollins Publishing,big five,childrens,4.41,56.56,67,9.88
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.28,91.68,147,6.55
"Amazon Digital Services,  Inc.",small/medium,childrens,4.5,69.71,94,11.56
"Amazon Digital Services,  Inc.",indie,non_fiction,4.62,101.52,138,10.28
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.27,101.08,138,9.1
Simon and Schuster Digital Sales Inc,big five,non_fiction,4.61,93.95,109,9.97
"Amazon Digital Services,  Inc.",indie,fiction,4.57,107.76,193,10.3
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.56,97.15,141,10.57
"Amazon Digital Services,  Inc.",indie,non_fiction,4.23,71.76,137,7.84
Simon and Schuster Digital Sales Inc,big five,childrens,4.09,47.41,107,8.35
Macmillan,big five,non_fiction,4.34,81.22,134,6.83
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.64,61.62,93,6.37
"Amazon Digital Services,  Inc.",small/medium,non_fiction,4.36,112.06,158,10.47
"Amazon Digital Services,  Inc.",small/medium,fiction,4.84,137.69,173,7.81
"Amazon Digital Services,  Inc.",indie,childrens,4.46,60.72,101,11.58
"Amazon Digital Services,  Inc.",single author,fiction,3.82,124.45,190,6.14
"Amazon Digital Services,  Inc.",small/medium,childrens,4.34,52.69,108,6.79
"Amazon Digital Services,  Inc.",single author,non_fiction,4.3,90.13,135,5.75
"Amazon Digital Services,  Inc.",small/medium,childrens,3.5,36.09,112,9.16
Macmillan,big five,childrens,4.21,65.84,143,13.61
"Amazon Digital Services,  Inc.",indie,fiction,4.28,150.72,162,8.69
"Amazon Digital Services,  Inc.",single author,fiction,4.5,116.14,217,11.96
"Amazon Digital Services,  Inc.",single author,childrens,4.15,51.9,109,10.72
"Amazon Digital Services,  Inc.",indie,childrens,4.17,66.02,116,12.54
"Amazon Digital Services,  Inc.",indie,fiction,4.54,127.18,188,7.55
"Amazon Digital Services,  Inc.",single author,childrens,3.66,26.07,75,10.86
"Amazon Digital Services,  Inc.",indie,childrens,4.43,54.57,95,9.03
"Amazon Digital Services,  Inc.",indie,fiction,4.66,93.75,156,9.09
"Amazon Digital Services,  Inc.",indie,non_fiction,4.46,90.38,110,7.65
